face_L,face_a,face_b,face_chroma,face_redness,face_uniformity,body_L,body_a,body_b,body_chroma,delta_L,delta_a,delta_b,hair_L,hair_chroma,hair_undertone,eye_L,eye_chroma,eye_clarity,contrast_face_hair,contrast_face_eye,contrast_overall,uv_index,cloud_cover,sun_angle,ambient_light_condition,white_balance_shift,shadow_level,highlight_level,noise_level,has_foundation,has_lipstick,has_contour,has_blush,ethnicity_baseline_L,ethnicity_baseline_a,ethnicity_baseline_b,ethnicity,season,sub_season
26.921,1.291,8.15,8.251,0.1758,0.8219,22.028,2.441,5.991,6.469,4.893,-1.15,2.159,17.757,3.075,0.0531,22.531,4.838,0.3706,0.0916,0.0439,0.1096,2.53,76.12,40.24,0.3803,0.0315,0.3846,0.218,0.0165,1,0,0,1,20.0,4.681,21.095,African,Summer,Summer_Muted
56.319,12.297,27.388,30.022,0.2647,0.7897,47.948,9.54,27.507,29.114,8.371,2.757,-0.119,36.0,8.408,0.7283,24.434,9.404,0.6041,0.2032,0.3188,0.2809,7.51,60.31,72.72,0.4072,-0.0265,0.122,0.1827,0.0502,0,1,0,0,56.561,7.143,23.189,Asian,Autumn,Autumn_Warm
53.771,17.48,27.252,32.376,0.3123,0.8497,49.113,16.564,21.462,27.111,4.659,0.916,5.789,42.927,9.428,0.4793,30.125,12.386,0.7328,0.1084,0.2365,0.241,9.96,36.98,74.44,0.5391,0.2193,0.2566,0.2906,0.0939,0,0,0,0,63.897,6.987,14.812,Caucasian,Autumn,Autumn_Warm
60.29,8.276,1.766,8.462,0.1563,0.8876,55.322,8.719,1.129,8.792,4.969,-0.443,0.637,19.354,5.41,-0.4314,26.666,6.788,0.6693,0.4094,0.3362,0.3931,5.1,62.38,42.52,0.3565,0.0492,0.087,0.0458,0.0238,1,0,0,1,66.768,9.276,15.874,Caucasian,Winter,Winter_Cool
71.312,12.26,11.347,16.706,0.3789,0.9122,65.443,15.634,14.232,21.142,5.869,-3.374,-2.885,65.757,16.922,0.5435,47.276,21.04,0.5527,0.0555,0.2404,0.214,1.51,25.23,24.8,0.805,-0.254,0.0654,0.2208,0.089,0,1,0,1,67.352,6.797,16.027,Caucasian,Spring,Spring_Light
50.224,8.902,22.178,23.898,0.3044,0.8345,45.467,8.662,25.798,27.214,4.757,0.24,-3.62,47.335,6.866,1.0,28.565,9.313,0.5066,0.0289,0.2166,0.1258,0.0,58.65,38.41,0.545,-0.0282,0.1415,0.1224,0.0513,1,1,0,0,52.192,12.544,16.162,Asian,Spring,Spring_Warm
37.212,15.834,22.139,27.219,0.3737,0.8512,35.307,15.799,24.526,29.174,1.905,0.035,-2.387,16.754,7.424,0.4976,15.955,10.119,0.5804,0.2046,0.2126,0.3241,9.58,19.9,61.63,0.7922,0.1989,0.063,0.2608,0.0275,0,1,0,1,40.72,7.703,16.207,Asian,Autumn,Autumn_Deep
66.158,17.982,21.223,27.817,0.4913,0.7952,60.806,16.443,23.938,29.041,5.352,1.539,-2.715,53.135,8.716,1.0,33.482,13.928,0.5098,0.1302,0.3268,0.2847,9.0,69.71,82.01,0.2583,-0.0717,0.2536,0.1888,0.0005,0,1,0,1,67.912,12.338,15.152,Asian,Spring,Spring_Warm
93.018,14.386,22.796,26.956,0.2729,0.7333,89.67,14.986,22.636,27.147,3.349,-0.6,0.161,63.917,19.035,1.0,64.475,33.745,0.8663,0.291,0.2854,0.3736,5.19,56.09,60.85,0.4748,0.0824,0.2717,0.1823,0.087,0,0,0,1,87.011,3.667,13.405,Caucasian,Spring,Spring_Bright
68.049,2.383,4.564,5.148,0.1151,0.7405,64.538,6.524,6.035,8.887,3.511,-4.141,-1.471,48.008,7.815,-0.335,36.213,9.396,0.3813,0.2004,0.3184,0.2528,3.01,0.0,51.28,0.9951,0.0925,0.2347,0.3801,0.0584,1,0,1,0,61.839,10.875,11.332,Caucasian,Summer,Summer_Soft
73.997,8.151,3.308,8.797,0.1834,0.8268,72.216,6.011,5.289,8.006,1.781,2.141,-1.981,19.104,9.74,-0.327,22.45,7.506,0.8725,0.5489,0.5155,0.5159,0.68,87.11,29.56,0.1101,0.0236,0.2585,0.0716,0.0969,0,1,0,0,79.685,9.124,6.926,Caucasian,Winter,Winter_Bright
69.491,4.956,5.382,7.316,0.1002,0.8871,60.841,6.221,3.14,6.969,8.65,-1.265,2.242,22.91,8.063,-0.3248,40.929,3.773,0.5691,0.4658,0.2856,0.2264,2.58,19.41,30.61,0.9545,-0.0203,0.1415,0.0086,0.2174,0,0,0,1,58.613,11.404,17.531,Asian,Summer,Summer_Soft
63.282,9.134,-4.359,10.121,0.2048,0.8095,57.154,6.438,-3.207,7.192,6.128,2.697,-1.152,24.694,7.871,-0.9728,24.988,16.519,0.8809,0.3859,0.3829,0.4317,2.66,39.76,40.16,0.5946,0.024,0.2847,0.2238,0.0056,0,1,0,0,65.28,8.633,12.698,Caucasian,Winter,Winter_Clear
62.862,5.399,16.458,17.32,0.2005,0.7524,59.53,7.598,18.037,19.572,3.332,-2.2,-1.579,63.368,14.505,0.5989,46.595,27.858,0.5827,0.0051,0.1627,0.2142,6.14,19.85,20.41,0.7114,0.0391,0.3585,0.4038,0.0506,1,0,1,0,58.002,10.37,5.417,Asian,Spring,Spring_Light
56.724,5.177,10.406,11.623,0.2358,0.7417,53.006,4.841,11.564,12.536,3.718,0.336,-1.157,16.559,3.311,-0.6699,40.396,5.215,0.3144,0.4017,0.1633,0.2258,7.61,62.89,47.89,0.4774,0.0617,0.1516,0.1991,0.0451,0,1,0,1,49.777,14.256,19.786,Asian,Summer,Summer_Muted
53.269,13.734,16.935,21.804,0.3126,0.8785,48.502,16.882,15.842,23.151,4.766,-3.148,1.093,20.903,9.387,0.4832,57.97,16.605,0.7268,0.3237,0.047,0.1751,9.56,48.53,88.13,0.5988,0.0062,0.1786,0.2153,0.0723,0,1,0,1,52.654,6.506,18.35,Asian,Spring,Spring_Clear
58.98,6.743,11.755,13.552,0.1832,0.8678,54.687,6.131,11.029,12.618,4.293,0.612,0.726,17.534,4.641,0.2377,28.554,12.813,0.5928,0.4145,0.3043,0.2327,6.75,22.82,66.7,0.9873,-0.0226,0.2317,0.1394,0.0164,1,1,0,0,47.564,8.135,8.669,Asian,Summer,Summer_Light
68.077,11.321,24.14,26.663,0.2642,0.8814,63.608,15.138,26.533,30.548,4.469,-3.817,-2.393,16.245,2.16,0.726,26.78,10.38,0.6781,0.5183,0.413,0.452,0.3,35.97,63.87,0.715,-0.0335,0.2557,0.2484,0.0085,1,1,0,0,61.652,9.554,19.573,Asian,Spring,Spring_Bright
49.64,5.815,-0.992,5.899,0.1629,0.8134,46.034,6.158,2.502,6.647,3.606,-0.343,-3.493,13.752,4.948,-0.4203,30.837,17.652,0.699,0.3589,0.188,0.4011,4.25,1.76,53.85,0.9219,0.0115,0.1439,0.0783,0.0052,0,0,0,0,44.597,11.754,20.217,Asian,Winter,Winter_Bright
50.869,7.831,18.55,20.135,0.2834,0.8224,50.097,6.363,16.18,17.387,0.772,1.468,2.37,11.947,4.359,0.6276,28.879,11.794,0.6527,0.3892,0.2199,0.3073,2.04,41.25,29.87,0.559,-0.0253,0.505,0.0259,0.0097,0,1,0,0,53.323,10.179,16.229,Asian,Spring,Spring_Light
30.141,10.622,-3.254,11.109,0.2004,0.8447,22.975,7.277,-3.156,7.932,7.166,3.345,-0.097,9.879,2.139,-0.9429,31.09,7.966,0.4623,0.2026,0.0095,0.2776,4.1,77.45,28.33,0.3674,-0.024,0.0804,0.2284,0.0062,0,1,0,0,29.988,10.153,17.333,African,Winter,Winter_Cool
60.401,15.156,26.486,30.516,0.3776,0.7272,51.631,17.764,26.055,31.534,8.77,-2.608,0.432,45.178,7.625,0.058,36.224,3.964,0.3971,0.1522,0.2418,0.2478,5.63,47.17,38.01,0.5674,-0.0029,0.0557,0.2103,0.0433,0,0,0,0,63.422,5.673,19.172,Caucasian,Autumn,Autumn_Soft
59.974,8.999,14.371,16.956,0.235,0.8234,50.991,13.58,14.915,20.171,8.983,-4.581,-0.544,18.537,4.599,0.138,34.938,9.959,0.4855,0.4144,0.2504,0.2911,5.09,42.01,44.39,0.5706,0.0742,0.0668,0.1873,0.0119,1,1,0,1,63.164,5.638,15.78,Asian,Autumn,Autumn_Muted
77.009,10.479,12.292,16.152,0.2577,0.7678,75.375,10.336,10.488,14.725,1.633,0.143,1.804,53.951,8.715,1.0,59.957,45.0,0.626,0.2306,0.1705,0.3122,0.85,0.0,28.28,1.0,-0.0197,0.2597,0.0259,0.0179,0,0,0,1,76.925,11.466,16.253,Caucasian,Spring,Spring_Bright
52.062,15.334,33.985,37.284,0.4907,0.8182,44.56,19.287,38.25,42.838,7.502,-3.954,-4.265,18.543,7.549,0.3168,18.814,14.345,0.4016,0.3352,0.3325,0.3747,6.72,3.56,86.59,0.953,-0.0769,0.1854,0.2764,0.1735,0,0,0,1,53.978,14.175,17.54,Asian,Autumn,Autumn_Warm
25.247,15.867,27.444,31.701,0.3276,0.8853,19.562,16.328,30.411,34.517,5.685,-0.461,-2.967,41.008,8.251,0.524,20.975,7.361,0.4281,0.1576,0.0427,0.2207,7.48,19.36,82.75,0.7632,0.1326,0.019,0.3469,0.1076,1,0,1,0,30.678,8.968,18.228,African,Autumn,Autumn_Warm
65.098,7.686,-1.441,7.82,0.1528,0.7507,61.589,11.587,-0.479,11.597,3.509,-3.9,-0.962,23.454,3.152,-1.0,12.159,8.79,0.4952,0.4164,0.5294,0.4634,4.75,69.79,22.54,0.3633,0.0748,0.2068,0.2284,0.1371,0,1,0,0,88.304,9.425,11.649,Caucasian,Winter,Winter_Deep
63.53,15.042,28.828,32.517,0.3057,0.8832,61.348,14.201,28.01,31.404,2.182,0.842,0.818,25.399,2.759,0.9978,37.736,10.016,0.6936,0.3813,0.2579,0.4011,9.45,63.58,43.18,0.4905,-0.1084,0.4298,0.1745,0.0151,1,1,0,0,63.248,15.593,20.886,Asian,Spring,Spring_Bright
63.936,15.41,19.408,24.781,0.3388,0.709,58.666,14.158,19.41,24.025,5.27,1.251,-0.002,47.566,7.068,0.8432,32.458,8.287,0.5431,0.1637,0.3148,0.2511,5.19,12.92,48.2,0.8535,0.026,0.0407,0.0795,0.0219,0,1,0,1,60.453,4.897,22.02,Asian,Spring,Spring_Warm
48.701,10.406,13.979,17.427,0.2204,0.7766,43.372,10.397,19.427,22.034,5.33,0.009,-5.448,16.332,11.464,0.9328,18.426,9.714,0.5609,0.3237,0.3028,0.3724,2.23,78.55,8.51,0.4082,0.0066,0.247,0.2428,0.086,0,0,0,0,48.941,0.956,15.164,African,Autumn,Autumn_Deep
56.256,3.751,17.223,17.627,0.0755,0.8186,54.443,5.783,16.592,17.57,1.813,-2.032,0.632,18.225,6.685,0.9721,19.048,5.761,0.7652,0.3803,0.3721,0.4362,4.64,89.77,51.92,0.1289,-0.0307,0.2866,0.048,0.051,0,0,0,0,53.096,6.428,19.468,Asian,Spring,Spring_Bright
24.093,7.692,17.211,18.852,0.1778,0.7644,20.438,8.294,15.13,17.255,3.656,-0.602,2.08,35.384,18.014,0.5466,21.046,11.134,0.5197,0.1129,0.0305,0.0739,4.67,54.9,61.41,0.4565,-0.0555,0.1024,0.027,0.1149,0,0,0,0,29.646,7.217,13.433,African,Autumn,Autumn_Muted
72.709,5.574,10.873,12.219,0.1797,0.856,68.24,5.384,11.008,12.254,4.469,0.19,-0.134,63.536,37.221,0.2385,35.26,10.688,0.6789,0.0917,0.3745,0.2678,0.91,0.0,80.06,1.0,0.0035,0.2591,0.2582,0.0097,1,1,0,0,58.528,12.75,24.508,Asian,Spring,Spring_Bright
61.637,3.052,7.154,7.778,0.0923,0.9016,57.002,-0.377,7.478,7.488,4.635,3.428,-0.324,50.436,20.017,-0.4444,43.471,8.212,0.7597,0.112,0.1817,0.2029,8.65,20.17,41.19,0.8334,-0.0036,0.1144,0.1988,0.0596,0,0,0,1,54.237,11.25,15.072,Caucasian,Summer,Summer_Light
54.211,17.526,23.82,29.573,0.3408,0.738,46.5,17.291,27.143,32.183,7.712,0.235,-3.323,23.276,20.0,0.9108,28.532,12.438,0.5111,0.3094,0.2568,0.2503,3.37,39.04,46.09,0.6664,0.0357,0.1643,0.3398,0.0044,0,0,0,0,65.175,16.857,22.803,Asian,Autumn,Autumn_Warm
70.708,13.694,17.051,21.869,0.224,0.8867,65.407,15.523,20.498,25.712,5.302,-1.829,-3.447,18.381,4.177,-1.0,26.17,6.678,0.732,0.5233,0.4454,0.5168,3.99,9.19,43.84,0.9308,0.0574,0.2232,0.1503,0.2045,1,1,0,0,58.828,11.296,16.637,Asian,Winter,Winter_Bright
45.551,12.655,21.532,24.975,0.2962,0.8294,40.638,11.755,20.501,23.632,4.913,0.9,1.031,13.16,2.459,0.7304,21.303,7.054,0.5601,0.3239,0.2425,0.3328,0.4,85.11,31.73,0.3107,0.0601,0.1387,0.2509,0.0742,1,1,1,1,55.803,11.274,14.093,Asian,Autumn,Autumn_Deep
35.81,1.004,-1.48,1.789,0.0585,0.7435,33.502,-0.677,0.831,1.072,2.308,1.682,-2.311,6.191,7.842,-0.5777,29.965,13.679,0.9288,0.2962,0.0584,0.4279,3.26,54.42,51.5,0.4914,0.0543,0.1259,0.0562,0.178,1,0,0,0,31.949,8.857,9.641,African,Winter,Winter_Bright
69.573,3.774,8.612,9.403,0.1251,0.8859,65.74,0.425,10.151,10.16,3.833,3.35,-1.538,45.177,12.098,-0.7906,35.421,3.065,0.3982,0.244,0.3415,0.2253,5.44,78.35,40.43,0.3484,-0.0331,0.5095,0.2709,0.0126,1,1,1,1,77.802,10.942,16.859,Caucasian,Summer,Summer_Muted
48.654,5.415,7.641,9.365,0.2027,0.8958,43.549,7.919,7.115,10.646,5.106,-2.504,0.526,42.981,13.358,-0.9995,29.109,10.003,0.496,0.0567,0.1955,0.1951,3.31,69.68,49.19,0.4694,-0.0857,0.1822,0.2354,0.0041,1,0,1,0,60.521,9.81,17.079,Asian,Summer,Summer_Cool
75.273,4.908,16.928,17.626,0.1325,0.8461,72.113,2.185,20.247,20.365,3.16,2.723,-3.319,23.321,5.873,0.5151,27.81,8.206,0.8153,0.5195,0.4746,0.4171,4.35,90.6,50.99,0.237,0.002,0.0007,0.1232,0.0438,0,1,0,0,58.335,6.73,15.929,Asian,Spring,Spring_Clear
66.928,5.511,4.864,7.35,0.1738,0.847,59.509,4.321,-0.131,4.323,7.419,1.19,4.995,12.176,4.276,-0.1734,33.533,12.155,0.3969,0.5475,0.334,0.4038,4.2,76.43,35.43,0.1764,0.0219,0.1188,0.0579,0.0464,1,1,1,0,66.138,9.053,18.912,Asian,Summer,Summer_Soft
45.048,10.46,24.166,26.332,0.2428,0.9066,41.712,11.856,26.865,29.365,3.336,-1.396,-2.699,33.641,12.293,0.4853,32.555,4.263,0.484,0.1141,0.1249,0.1011,3.83,10.98,82.31,0.7568,-0.0196,0.007,0.0374,0.0007,1,1,0,0,52.686,8.881,23.976,Asian,Autumn,Autumn_Muted
61.852,6.744,10.675,12.627,0.2157,0.8632,58.505,8.376,12.427,14.987,3.347,-1.633,-1.752,51.128,6.094,-0.8929,54.891,45.0,0.7497,0.1072,0.0696,0.1603,4.26,21.99,43.39,0.6703,-0.0094,0.1045,0.1495,0.0226,1,0,0,0,59.825,7.646,18.774,Caucasian,Summer,Summer_Light
69.7,11.431,20.965,23.879,0.3929,0.8424,68.226,10.784,21.438,23.998,1.474,0.647,-0.473,16.904,19.323,1.0,33.533,8.63,0.6135,0.528,0.3617,0.3483,10.61,26.35,71.27,0.8042,-0.0405,0.1656,0.1805,0.0008,0,1,0,1,63.375,9.744,15.475,Asian,Spring,Spring_Warm
36.33,10.486,29.91,31.695,0.2109,0.7818,26.91,8.65,31.126,32.305,9.42,1.836,-1.216,6.764,3.609,1.0,22.567,9.041,0.61,0.2957,0.1376,0.2881,5.21,38.96,76.97,0.7153,0.2121,0.3522,0.2257,0.0828,1,1,0,0,28.61,6.436,13.942,African,Spring,Spring_Light
54.851,9.526,-0.861,9.564,0.1893,0.8804,47.063,10.397,-1.799,10.551,7.788,-0.871,0.938,16.783,5.988,-0.9773,11.72,10.675,0.5872,0.3807,0.4313,0.3883,10.94,18.02,47.55,0.972,-0.0827,0.0137,0.0201,0.0613,0,0,0,0,70.904,8.537,8.86,Caucasian,Winter,Winter_Deep
61.893,15.286,22.881,27.517,0.302,0.8386,56.622,17.084,26.288,31.351,5.271,-1.798,-3.407,39.373,18.667,1.0,28.244,7.135,0.6402,0.2252,0.3365,0.3053,4.78,100.0,18.46,0.08,-0.0978,0.0483,0.2988,0.0492,0,0,0,1,60.626,6.842,21.01,Asian,Autumn,Autumn_Warm
46.239,7.429,10.916,13.204,0.3555,0.8471,41.441,6.633,7.906,10.32,4.798,0.797,3.01,17.273,5.996,-0.0048,13.138,9.038,0.3483,0.2897,0.331,0.2757,8.14,15.52,36.53,0.7365,0.007,0.1988,0.1544,0.0166,1,1,1,1,36.671,5.663,13.108,African,Summer,Summer_Soft
77.181,3.526,-0.659,3.587,0.1139,0.7213,72.204,0.545,-2.274,2.338,4.977,2.981,1.615,38.312,14.211,-0.8459,35.447,14.463,0.5531,0.3887,0.4173,0.3912,6.19,33.3,84.58,0.7658,0.0178,0.4106,0.1226,0.0724,1,0,1,1,70.981,10.42,10.58,Caucasian,Summer,Summer_Cool
74.17,9.417,20.276,22.356,0.3025,0.806,69.615,9.362,22.34,24.223,4.555,0.055,-2.064,59.416,24.016,1.0,46.535,21.173,0.7152,0.1475,0.2763,0.3041,7.1,18.52,33.62,0.6927,0.0679,0.1765,0.2553,0.0224,1,0,0,0,58.392,6.158,16.415,Caucasian,Spring,Spring_Light
57.393,7.198,10.299,12.565,0.266,0.8472,54.236,6.355,8.999,11.017,3.157,0.843,1.3,46.0,6.388,-0.5213,28.661,9.881,0.5335,0.1139,0.2873,0.2347,1.91,26.34,90.0,0.7835,-0.0279,0.1795,0.0376,0.0139,1,1,0,1,52.286,10.782,16.038,Asian,Summer,Summer_Soft
76.56,5.818,5.242,7.832,0.1361,0.8853,73.688,6.855,5.841,9.007,2.873,-1.037,-0.599,14.834,5.087,-0.5783,32.035,7.194,0.5001,0.6173,0.4452,0.5326,3.96,19.62,4.65,0.8122,0.015,0.2682,0.3281,0.0663,0,1,0,1,69.98,11.828,10.383,Caucasian,Winter,Winter_Clear
76.928,6.113,4.306,7.478,0.1804,0.8183,70.263,7.947,4.54,9.152,6.665,-1.833,-0.233,45.544,11.257,-0.3732,49.799,15.015,0.3605,0.3138,0.2713,0.2693,1.95,3.47,26.63,0.9426,-0.1273,0.1708,0.2787,0.0402,1,1,1,0,70.19,10.311,18.213,Caucasian,Summer,Summer_Soft
71.918,7.873,3.245,8.516,0.1855,0.7733,68.063,4.931,3.104,5.827,3.854,2.942,0.141,22.97,6.351,-0.4281,12.382,6.499,0.7705,0.4895,0.5954,0.4145,11.0,24.1,54.19,0.6753,0.0056,0.0184,0.04,0.0312,0,0,0,1,72.222,3.812,15.648,Caucasian,Winter,Winter_Clear
67.795,7.608,19.844,21.252,0.1944,0.7534,59.614,8.631,18.119,20.07,8.181,-1.023,1.725,34.874,5.848,0.8846,32.967,25.0,0.5703,0.3292,0.3483,0.2114,7.91,1.52,78.18,1.0,0.0038,0.1007,0.1419,0.0804,0,1,0,1,61.09,5.463,21.966,Asian,Autumn,Autumn_Soft
77.813,-0.944,-1.562,1.825,0.0857,0.8684,77.021,-1.738,1.384,2.221,0.792,0.793,-2.946,26.315,2.162,-0.489,30.327,13.647,0.7629,0.515,0.4749,0.5195,2.28,84.83,29.31,0.2847,-0.2596,0.2736,0.0311,0.0122,1,0,0,0,73.25,11.247,8.217,Caucasian,Winter,Winter_Clear
50.789,12.092,25.537,28.255,0.3053,0.7846,48.175,13.876,29.224,32.351,2.613,-1.784,-3.686,26.567,4.347,1.0,18.415,7.945,0.5817,0.2422,0.3237,0.3457,4.11,20.27,48.63,0.8095,0.0417,0.452,0.3516,0.0685,1,1,0,0,61.336,12.853,17.033,Caucasian,Autumn,Autumn_Deep
48.421,3.298,1.9,3.807,0.1544,0.775,46.609,1.847,2.242,2.905,1.812,1.451,-0.342,18.959,3.812,0.0769,25.854,4.231,0.398,0.2946,0.2257,0.2774,3.27,23.88,43.94,0.8606,-0.0613,0.367,0.0833,0.0562,0,0,0,1,50.077,6.117,15.087,African,Summer,Summer_Soft
51.764,9.548,22.146,24.117,0.2759,0.8586,45.63,9.069,20.149,22.096,6.134,0.478,1.998,11.074,2.354,0.2194,24.911,10.196,0.7335,0.4069,0.2685,0.3032,8.11,53.0,77.95,0.5042,0.022,0.2664,0.2766,0.0026,1,1,0,1,46.395,9.995,18.238,African,Spring,Spring_Bright
38.686,5.348,0.721,5.396,0.1256,0.8703,36.742,0.157,-3.656,3.66,1.944,5.191,4.377,20.09,5.773,-1.0,30.471,19.193,0.3916,0.186,0.0822,0.2704,5.75,80.24,61.36,0.1286,0.0018,0.1756,0.0608,0.2775,1,0,1,0,62.541,6.686,17.591,Asian,Winter,Winter_Cool
70.008,-3.206,-4.359,5.411,0.02,0.9029,67.235,-0.566,-3.806,3.848,2.773,-2.64,-0.552,20.185,7.853,-0.3993,25.537,11.834,0.7229,0.4982,0.4447,0.3753,1.59,12.27,58.01,0.8195,-0.0919,0.0095,0.1379,0.0981,1,0,1,0,65.079,9.157,17.064,Asian,Winter,Winter_Cool
81.662,14.668,15.287,21.186,0.3546,0.8457,76.33,13.036,15.57,20.307,5.332,1.631,-0.283,14.369,4.56,0.8517,24.329,7.372,0.6764,0.6729,0.5733,0.5601,6.3,55.03,59.69,0.4801,-0.1223,0.101,0.2759,0.0451,1,1,1,0,64.366,7.267,22.775,Asian,Spring,Spring_Bright
73.638,13.457,26.081,29.348,0.3632,0.9094,67.574,8.833,31.874,33.076,6.064,4.624,-5.793,57.93,12.511,0.61,29.551,15.17,0.6701,0.1571,0.4409,0.3734,6.7,35.94,54.05,0.7477,-0.0103,0.1187,0.1625,0.0363,0,1,0,0,59.576,12.479,14.075,Asian,Spring,Spring_Warm
66.864,4.428,-2.781,5.229,0.0912,0.8615,60.811,6.765,-6.09,9.103,6.052,-2.337,3.309,24.104,4.176,-0.8206,21.186,3.272,0.5816,0.4276,0.4568,0.4163,7.37,44.03,58.58,0.603,0.1367,0.3355,0.3903,0.0096,1,0,1,0,65.896,4.383,10.999,Caucasian,Winter,Winter_Cool
81.788,9.289,28.347,29.83,0.3441,0.7204,79.237,5.872,27.639,28.256,2.551,3.417,0.708,50.235,17.164,0.2629,58.471,23.494,0.822,0.3155,0.2332,0.2674,1.81,37.07,41.82,0.684,0.0091,0.2246,0.2321,0.0152,0,0,0,1,67.537,0.722,17.125,Caucasian,Spring,Spring_Clear
57.383,4.174,-3.837,5.67,0.1288,0.7823,54.215,6.565,-5.191,8.369,3.168,-2.391,1.354,17.843,3.124,-0.4658,21.295,5.316,0.6409,0.3954,0.3609,0.3466,10.72,23.26,53.51,0.6947,-0.008,0.2859,0.2458,0.1298,1,1,0,0,36.536,7.049,14.58,African,Summer,Summer_Cool
79.041,3.829,0.484,3.859,0.163,0.8349,75.438,3.203,4.658,5.652,3.603,0.626,-4.174,43.591,10.265,-0.7984,37.159,6.306,0.6844,0.3545,0.4188,0.2963,0.01,37.92,62.8,0.66,0.022,0.099,0.2093,0.0106,1,0,1,0,70.378,0.421,9.63,Caucasian,Summer,Summer_Cool
64.872,6.874,27.477,28.324,0.2527,0.8008,59.159,5.772,24.506,25.176,5.713,1.102,2.971,43.729,11.136,0.7249,21.146,12.093,0.424,0.2114,0.4373,0.2524,4.64,6.14,52.33,0.8945,-0.0346,0.1646,0.2163,0.0721,1,0,0,1,70.958,9.155,5.0,Caucasian,Autumn,Autumn_Warm
65.006,4.906,23.928,24.426,0.1727,0.8275,63.425,3.86,17.413,17.836,1.581,1.046,6.515,42.576,9.149,0.2934,21.74,13.683,0.4168,0.2243,0.4327,0.2975,2.51,29.5,49.49,0.7343,0.0789,0.2171,0.0992,0.0125,0,0,0,0,72.681,7.522,12.321,Caucasian,Autumn,Autumn_Muted
64.212,6.6,16.297,17.583,0.2969,0.926,57.377,6.964,15.333,16.84,6.835,-0.364,0.964,17.064,10.091,0.8622,54.721,18.625,0.7269,0.4715,0.0949,0.3399,1.59,75.77,71.16,0.2293,-0.0273,0.3021,0.251,0.0776,1,0,0,0,54.353,8.491,18.358,Asian,Spring,Spring_Bright
64.58,17.103,27.356,32.263,0.3256,0.7519,62.149,13.837,26.651,30.029,2.431,3.266,0.705,38.047,8.647,0.872,24.106,9.416,0.5743,0.2653,0.4047,0.3772,5.3,76.45,42.59,0.1629,-0.0381,0.3496,0.0814,0.0133,0,0,0,0,65.095,6.726,15.665,Caucasian,Autumn,Autumn_Soft
86.682,1.736,6.157,6.397,0.1464,0.8887,81.53,1.47,4.814,5.034,5.151,0.266,1.342,48.528,11.875,-0.6307,40.689,3.395,0.5761,0.3815,0.4599,0.3346,1.44,75.14,7.37,0.1741,-0.0812,0.1047,0.3324,0.0075,1,1,1,1,75.456,11.537,12.613,Caucasian,Summer,Summer_Soft
60.047,-0.31,-0.361,0.476,0.0333,0.7855,56.842,-1.326,-2.232,2.596,3.205,1.016,1.871,23.526,4.353,-0.8281,28.217,8.798,0.6942,0.3652,0.3183,0.4529,7.79,74.4,59.76,0.2222,0.0964,0.3531,0.2458,0.0523,1,0,0,0,66.698,10.473,22.338,Asian,Winter,Winter_Cool
60.277,13.062,18.812,22.902,0.3635,0.6944,55.164,13.35,21.45,25.265,5.113,-0.288,-2.638,19.08,6.905,0.5461,29.209,11.215,0.5571,0.412,0.3107,0.3321,1.39,70.93,63.61,0.393,-0.0028,0.0488,0.1829,0.0217,1,1,1,1,51.298,4.286,15.91,African,Autumn,Autumn_Soft
46.104,7.393,3.208,8.059,0.2071,0.8043,42.017,9.835,3.889,10.577,4.087,-2.443,-0.682,14.79,4.093,-0.4165,20.37,5.312,0.8557,0.3131,0.2573,0.3755,2.65,26.11,47.68,0.832,0.2106,0.0708,0.1464,0.0756,1,1,0,0,42.649,10.804,16.727,African,Winter,Winter_Bright
57.079,3.668,-8.427,9.191,0.1216,0.8454,55.479,5.625,-8.118,9.876,1.6,-1.957,-0.309,17.712,4.531,-0.5809,32.496,14.266,0.8031,0.3937,0.2458,0.3606,1.06,55.44,54.8,0.5709,-0.0763,0.4013,0.2002,0.0276,1,1,1,0,54.969,6.298,15.56,Asian,Winter,Winter_Clear
52.369,9.648,3.942,10.422,0.2618,0.8038,44.786,14.292,0.105,14.292,7.582,-4.644,3.837,16.573,7.147,-1.0,12.15,6.649,0.6057,0.358,0.4022,0.4498,6.72,25.45,65.6,0.951,0.0571,0.2449,0.3491,0.1204,0,1,0,0,58.953,9.231,12.241,Caucasian,Winter,Winter_Deep
55.488,5.518,4.132,6.893,0.2052,0.7696,50.729,7.08,1.019,7.153,4.759,-1.562,3.113,16.412,3.267,-0.6901,35.234,15.618,0.4671,0.3908,0.2025,0.2468,5.76,4.92,90.0,0.8667,-0.0134,0.0654,0.2992,0.1972,0,0,0,0,61.363,7.779,17.171,Asian,Summer,Summer_Cool
46.813,9.056,3.995,9.898,0.3696,0.7869,41.301,10.464,4.605,11.433,5.512,-1.409,-0.609,24.952,2.381,-0.4418,36.654,11.463,0.9056,0.2186,0.1016,0.3374,5.4,72.93,66.94,0.3006,-0.1196,0.211,0.1715,0.0496,1,1,0,1,42.041,3.869,24.139,Asian,Winter,Winter_Bright
